date,region,latitude,longitude,pm25_ugm3,pm10_ugm3,no2_ugm3,so2_ugm3,o3_ugm3,aqi,aqi_category
2020-02-13,Kisumu,-0.0917,34.768,24.1,24.1,16.9,12.5,47.2,76.0,Moderate
2020-02-14,Kisumu,-0.0917,34.768,20.0,33.7,14.5,4.8,84.4,68.0,Moderate
2020-02-15,Kisumu,-0.0917,34.768,17.5,34.5,11.4,8.1,119.8,62.0,Moderate
2020-02-16,Kisumu,-0.0917,34.768,11.8,11.8,15.7,7.0,77.0,49.0,Good
2020-02-17,Kisumu,-0.0917,34.768,14.3,35.5,22.1,5.8,94.5,56.0,Moderate
2020-02-18,Kisumu,-0.0917,34.768,20.9,35.8,15.9,6.7,90.0,69.0,Moderate
2020-02-19,Kisumu,-0.0917,34.768,16.7,40.3,20.7,7.4,64.1,61.0,Moderate
2020-02-20,Kisumu,-0.0917,34.768,19.4,41.4,12.5,8.4,76.5,66.0,Moderate
2020-02-21,Kisumu,-0.0917,34.768,17.6,45.7,19.6,5.6,49.5,62.0,Moderate
2020-02-22,Kisumu,-0.0917,34.768,21.8,25.7,16.2,7.3,99.1,71.0,Moderate
2020-02-23,Kisumu,-0.0917,34.768,18.7,34.2,25.9,11.5,53.3,65.0,Moderate
2020-02-24,Kisumu,-0.0917,34.768,18.1,28.1,17.9,6.3,56.8,64.0,Moderate
2020-02-25,Kisumu,-0.0917,34.768,20.0,40.1,14.2,7.3,78.6,68.0,Moderate
2020-02-26,Kisumu,-0.0917,34.768,15.7,30.7,13.5,9.8,97.9,59.0,Moderate
2020-02-27,Kisumu,-0.0917,34.768,23.2,29.1,5.7,7.3,89.6,74.0,Moderate
2020-02-28,Kisumu,-0.0917,34.768,24.4,30.6,12.1,4.4,92.2,77.0,Moderate
2020-02-29,Kisumu,-0.0917,34.768,11.9,39.6,12.1,4.5,100.9,49.0,Good
2020-03-01,Kisumu,-0.0917,34.768,5.8,8.5,24.9,9.8,86.1,24.0,Good
2020-03-02,Kisumu,-0.0917,34.768,13.1,14.6,12.5,13.2,78.6,53.0,Moderate
2020-03-03,Kisumu,-0.0917,34.768,8.7,30.7,11.3,9.4,100.7,36.0,Good
2020-03-04,Kisumu,-0.0917,34.768,11.1,11.1,19.4,11.8,80.3,46.0,Good
2020-03-05,Kisumu,-0.0917,34.768,10.9,19.9,15.5,7.0,106.4,45.0,Good
2020-03-06,Kisumu,-0.0917,34.768,13.0,20.2,18.9,6.7,76.3,53.0,Moderate
2020-03-07,Kisumu,-0.0917,34.768,14.5,19.7,18.8,7.1,86.2,56.0,Moderate
2020-03-08,Kisumu,-0.0917,34.768,16.0,28.2,5.1,8.9,92.7,59.0,Moderate
2020-03-09,Kisumu,-0.0917,34.768,7.2,28.6,16.1,6.7,86.4,30.0,Good
2020-03-10,Kisumu,-0.0917,34.768,16.1,16.1,23.1,2.2,63.4,59.0,Moderate
2020-03-11,Kisumu,-0.0917,34.768,19.1,27.4,12.7,11.1,85.1,66.0,Moderate
2020-03-12,Kisumu,-0.0917,34.768,13.2,13.2,9.9,6.9,44.7,53.0,Moderate
2020-03-13,Kisumu,-0.0917,34.768,15.9,19.5,21.6,6.5,58.8,59.0,Moderate
2020-03-14,Kisumu,-0.0917,34.768,7.1,22.4,20.5,8.1,94.9,29.0,Good
2020-03-15,Kisumu,-0.0917,34.768,12.0,25.0,23.6,9.6,69.0,50.0,Good
2020-03-16,Kisumu,-0.0917,34.768,13.3,20.8,13.2,5.6,113.5,54.0,Moderate
2020-03-17,Kisumu,-0.0917,34.768,10.7,10.7,11.8,5.7,76.3,45.0,Good
2020-03-18,Kisumu,-0.0917,34.768,5.0,15.6,16.3,4.0,97.6,21.0,Good
2020-03-19,Kisumu,-0.0917,34.768,12.2,21.4,13.0,8.7,91.5,51.0,Moderate
2020-03-20,Kisumu,-0.0917,34.768,13.2,29.1,15.7,10.5,86.4,53.0,Moderate
2020-03-21,Kisumu,-0.0917,34.768,5.0,12.9,10.9,5.6,63.8,21.0,Good
2020-03-22,Kisumu,-0.0917,34.768,17.7,32.1,6.8,10.4,89.0,63.0,Moderate
2020-03-23,Kisumu,-0.0917,34.768,23.1,23.1,7.3,3.3,96.8,74.0,Moderate
2020-03-24,Kisumu,-0.0917,34.768,7.8,25.8,14.9,10.7,56.8,32.0,Good
2020-03-25,Kisumu,-0.0917,34.768,12.3,26.3,18.5,10.9,54.8,52.0,Moderate
2020-03-26,Kisumu,-0.0917,34.768,11.4,19.8,22.3,16.2,101.6,48.0,Good
2020-03-27,Kisumu,-0.0917,34.768,16.5,23.6,15.2,11.8,83.0,60.0,Moderate
2020-03-28,Kisumu,-0.0917,34.768,9.6,19.5,11.5,2.4,54.3,40.0,Good
2020-03-29,Kisumu,-0.0917,34.768,12.2,12.2,9.2,9.4,68.7,51.0,Moderate
2020-03-30,Kisumu,-0.0917,34.768,5.8,11.1,21.0,10.5,67.5,24.0,Good
2020-03-31,Kisumu,-0.0917,34.768,14.5,20.8,19.1,11.8,54.1,56.0,Moderate
2020-04-01,Kisumu,-0.0917,34.768,14.1,20.3,20.5,2.8,60.7,55.0,Moderate
2020-04-02,Kisumu,-0.0917,34.768,12.5,17.8,16.8,3.1,97.9,52.0,Moderate
2020-04-03,Kisumu,-0.0917,34.768,12.9,21.4,14.3,4.6,68.3,53.0,Moderate
2020-04-04,Kisumu,-0.0917,34.768,20.2,20.6,15.0,10.6,68.2,68.0,Moderate
2020-04-05,Kisumu,-0.0917,34.768,14.1,21.2,13.6,6.5,89.9,55.0,Moderate
2020-04-06,Kisumu,-0.0917,34.768,14.8,14.8,17.4,4.6,69.6,57.0,Moderate
2020-04-07,Kisumu,-0.0917,34.768,13.9,22.0,9.6,9.1,77.2,55.0,Moderate
2020-04-08,Kisumu,-0.0917,34.768,17.3,23.4,9.3,8.5,68.5,62.0,Moderate
2020-04-09,Kisumu,-0.0917,34.768,12.4,23.1,17.5,5.1,70.9,52.0,Moderate
2020-04-10,Kisumu,-0.0917,34.768,12.2,16.5,12.9,4.8,85.6,51.0,Moderate
2020-04-11,Kisumu,-0.0917,34.768,8.7,17.4,15.2,1.0,56.0,36.0,Good
2020-04-12,Kisumu,-0.0917,34.768,19.9,19.9,19.6,10.7,79.7,67.0,Moderate
2020-04-13,Kisumu,-0.0917,34.768,19.5,26.6,16.0,9.2,94.3,66.0,Moderate
2020-04-14,Kisumu,-0.0917,34.768,14.0,26.8,23.0,11.8,75.3,55.0,Moderate
2020-04-15,Kisumu,-0.0917,34.768,7.7,20.4,25.4,4.5,76.8,32.0,Good
2020-04-16,Kisumu,-0.0917,34.768,11.3,13.2,15.6,6.3,79.2,47.0,Good
2020-04-17,Kisumu,-0.0917,34.768,11.2,20.3,10.2,6.5,77.6,47.0,Good
2020-04-18,Kisumu,-0.0917,34.768,11.8,20.1,18.0,4.7,76.0,49.0,Good
2020-04-19,Kisumu,-0.0917,34.768,7.4,11.7,16.7,8.2,71.9,31.0,Good
2020-04-20,Kisumu,-0.0917,34.768,9.0,9.5,20.3,7.6,55.7,38.0,Good
2020-04-21,Kisumu,-0.0917,34.768,12.3,13.9,12.0,11.0,76.4,52.0,Moderate
2020-04-22,Kisumu,-0.0917,34.768,20.3,44.0,21.9,4.8,101.1,68.0,Moderate
2020-04-23,Kisumu,-0.0917,34.768,9.1,24.0,21.9,4.6,81.8,38.0,Good
2020-04-24,Kisumu,-0.0917,34.768,12.6,13.0,5.9,10.1,58.8,52.0,Moderate
2020-04-25,Kisumu,-0.0917,34.768,15.3,18.5,21.7,4.6,78.9,58.0,Moderate
2020-04-26,Kisumu,-0.0917,34.768,22.5,22.5,23.2,5.6,82.4,73.0,Moderate
2020-04-27,Kisumu,-0.0917,34.768,7.7,24.2,8.7,6.4,72.4,32.0,Good
2020-04-28,Kisumu,-0.0917,34.768,8.4,31.8,11.1,8.4,107.8,35.0,Good
2020-04-29,Kisumu,-0.0917,34.768,13.2,13.2,25.1,11.3,99.3,53.0,Moderate
2020-04-30,Kisumu,-0.0917,34.768,18.7,19.2,7.6,11.0,54.5,65.0,Moderate
2020-05-01,Kisumu,-0.0917,34.768,5.0,19.9,20.2,6.0,70.9,21.0,Good
2020-05-02,Kisumu,-0.0917,34.768,24.8,27.4,17.2,12.4,89.1,78.0,Moderate
2020-05-03,Kisumu,-0.0917,34.768,6.4,10.4,14.2,7.2,111.6,27.0,Good
2020-05-04,Kisumu,-0.0917,34.768,11.4,34.0,16.9,10.5,35.8,48.0,Good
2020-05-05,Kisumu,-0.0917,34.768,23.8,23.8,20.6,3.3,104.9,76.0,Moderate
2020-05-06,Kisumu,-0.0917,34.768,5.0,12.1,12.7,6.8,75.0,21.0,Good
2020-05-07,Kisumu,-0.0917,34.768,13.9,13.9,16.6,13.2,64.0,55.0,Moderate
2020-05-08,Kisumu,-0.0917,34.768,11.5,26.8,6.4,4.1,88.0,48.0,Good
2020-05-09,Kisumu,-0.0917,34.768,10.3,21.8,17.1,3.0,106.1,43.0,Good
2020-05-10,Kisumu,-0.0917,34.768,11.5,19.4,14.0,9.7,91.3,48.0,Good
2020-05-11,Kisumu,-0.0917,34.768,5.0,26.4,8.6,6.4,63.8,24.0,Good
2020-05-12,Kisumu,-0.0917,34.768,9.2,17.1,13.9,3.0,80.1,38.0,Good
2020-05-13,Kisumu,-0.0917,34.768,14.3,19.2,12.1,5.2,39.5,56.0,Moderate
2020-05-14,Kisumu,-0.0917,34.768,14.5,22.1,12.9,2.9,76.9,56.0,Moderate
2020-05-15,Kisumu,-0.0917,34.768,9.1,30.7,20.6,5.6,91.0,38.0,Good
2020-05-16,Kisumu,-0.0917,34.768,6.4,30.1,15.9,14.2,69.4,28.0,Good
2020-05-17,Kisumu,-0.0917,34.768,18.2,31.7,12.7,3.9,91.3,64.0,Moderate
2020-05-18,Kisumu,-0.0917,34.768,7.0,17.2,10.9,13.7,80.7,29.0,Good
2020-05-19,Kisumu,-0.0917,34.768,13.7,20.0,11.1,9.8,93.8,54.0,Moderate
2020-05-20,Kisumu,-0.0917,34.768,8.9,20.7,20.2,4.5,77.5,37.0,Good
2020-05-21,Kisumu,-0.0917,34.768,16.1,16.1,15.6,6.4,69.3,59.0,Moderate
2020-05-22,Kisumu,-0.0917,34.768,8.5,9.3,5.0,5.1,86.1,35.0,Good
2020-05-23,Kisumu,-0.0917,34.768,7.1,16.4,8.1,8.4,106.0,30.0,Good
2020-05-24,Kisumu,-0.0917,34.768,14.8,17.9,17.0,11.5,95.0,57.0,Moderate
2020-05-25,Kisumu,-0.0917,34.768,17.6,21.9,23.9,6.9,101.7,63.0,Moderate
2020-05-26,Kisumu,-0.0917,34.768,15.5,15.5,6.4,8.6,55.7,58.0,Moderate
2020-05-27,Kisumu,-0.0917,34.768,13.1,13.1,19.0,4.0,108.7,53.0,Moderate
2020-05-28,Kisumu,-0.0917,34.768,13.4,13.4,18.9,3.2,88.8,54.0,Moderate
2020-05-29,Kisumu,-0.0917,34.768,7.9,38.1,14.6,1.5,77.2,35.0,Good
2020-05-30,Kisumu,-0.0917,34.768,7.0,31.6,16.6,6.7,86.3,29.0,Good
2020-05-31,Kisumu,-0.0917,34.768,16.3,26.3,5.0,12.1,52.6,60.0,Moderate
2020-06-01,Kisumu,-0.0917,34.768,24.9,27.7,13.3,7.1,81.5,78.0,Moderate
2020-06-02,Kisumu,-0.0917,34.768,25.8,42.9,15.9,10.5,76.6,80.0,Moderate
2020-06-03,Kisumu,-0.0917,34.768,17.7,39.4,20.2,6.2,104.4,63.0,Moderate
2020-06-04,Kisumu,-0.0917,34.768,26.1,26.1,10.8,6.1,74.5,80.0,Moderate
2020-06-05,Kisumu,-0.0917,34.768,14.1,31.2,16.0,13.2,96.1,55.0,Moderate
2020-06-06,Kisumu,-0.0917,34.768,31.4,31.4,15.7,7.6,78.1,92.0,Moderate
2020-06-07,Kisumu,-0.0917,34.768,16.6,28.9,13.0,10.2,84.9,61.0,Moderate
2020-06-08,Kisumu,-0.0917,34.768,16.1,40.0,7.2,10.4,87.5,59.0,Moderate
2020-06-09,Kisumu,-0.0917,34.768,14.4,34.2,9.7,9.4,56.1,56.0,Moderate
2020-06-10,Kisumu,-0.0917,34.768,21.8,21.8,17.4,4.4,83.0,71.0,Moderate
2020-06-11,Kisumu,-0.0917,34.768,24.4,24.4,5.0,3.7,72.3,77.0,Moderate
2020-06-12,Kisumu,-0.0917,34.768,13.4,17.5,9.4,11.5,101.8,54.0,Moderate
2020-06-13,Kisumu,-0.0917,34.768,12.2,36.5,17.1,5.1,114.3,51.0,Moderate
2020-06-14,Kisumu,-0.0917,34.768,18.7,33.0,5.9,9.7,52.2,65.0,Moderate
2020-06-15,Kisumu,-0.0917,34.768,20.3,28.0,11.5,5.9,100.7,68.0,Moderate
2020-06-16,Kisumu,-0.0917,34.768,24.2,39.2,14.7,5.2,71.1,76.0,Moderate
2020-06-17,Kisumu,-0.0917,34.768,16.1,35.1,16.6,8.0,94.1,59.0,Moderate
2020-06-18,Kisumu,-0.0917,34.768,18.1,36.3,8.7,13.8,94.6,64.0,Moderate
2020-06-19,Kisumu,-0.0917,34.768,15.6,39.6,19.2,3.0,95.2,58.0,Moderate
2020-06-20,Kisumu,-0.0917,34.768,14.2,37.4,23.9,9.1,125.9,55.0,Moderate
2020-06-21,Kisumu,-0.0917,34.768,23.6,31.6,14.2,9.2,79.4,75.0,Moderate
2020-06-22,Kisumu,-0.0917,34.768,11.0,29.5,11.0,10.4,68.9,46.0,Good
2020-06-23,Kisumu,-0.0917,34.768,21.6,33.5,13.5,6.1,81.3,71.0,Moderate
2020-06-24,Kisumu,-0.0917,34.768,19.8,26.4,13.7,7.1,87.3,67.0,Moderate
2020-06-25,Kisumu,-0.0917,34.768,19.6,34.3,15.5,6.9,72.1,67.0,Moderate
2020-06-26,Kisumu,-0.0917,34.768,25.8,26.1,23.4,13.1,70.1,80.0,Moderate
2020-06-27,Kisumu,-0.0917,34.768,22.4,37.0,18.8,9.3,65.5,73.0,Moderate
2020-06-28,Kisumu,-0.0917,34.768,26.8,46.0,12.3,5.8,49.6,82.0,Moderate
2020-06-29,Kisumu,-0.0917,34.768,21.9,30.6,9.1,8.5,67.5,72.0,Moderate
2020-06-30,Kisumu,-0.0917,34.768,21.7,27.0,11.0,8.3,74.5,71.0,Moderate
2020-07-01,Kisumu,-0.0917,34.768,12.3,41.9,13.1,10.6,84.3,51.0,Moderate
2020-07-02,Kisumu,-0.0917,34.768,10.1,36.7,13.1,7.3,113.0,42.0,Good
2020-07-03,Kisumu,-0.0917,34.768,21.9,31.3,12.9,13.9,79.9,72.0,Moderate
2020-07-04,Kisumu,-0.0917,34.768,24.6,35.3,15.8,11.1,83.7,77.0,Moderate
2020-07-05,Kisumu,-0.0917,34.768,19.4,36.7,9.3,9.4,81.8,66.0,Moderate
2020-07-06,Kisumu,-0.0917,34.768,17.0,35.3,11.9,5.5,97.2,61.0,Moderate
2020-07-07,Kisumu,-0.0917,34.768,23.6,39.1,21.4,10.1,56.9,75.0,Moderate
2020-07-08,Kisumu,-0.0917,34.768,24.3,29.2,12.4,9.8,95.1,77.0,Moderate
2020-07-09,Kisumu,-0.0917,34.768,21.9,31.2,19.5,8.7,86.1,72.0,Moderate
2020-07-10,Kisumu,-0.0917,34.768,14.5,22.2,13.3,5.0,100.2,56.0,Moderate
2020-07-11,Kisumu,-0.0917,34.768,12.1,26.8,6.4,9.2,70.5,51.0,Moderate
2020-07-12,Kisumu,-0.0917,34.768,27.8,35.6,13.6,8.7,86.6,84.0,Moderate
2020-07-13,Kisumu,-0.0917,34.768,23.4,40.5,13.1,5.4,85.7,75.0,Moderate
2020-07-14,Kisumu,-0.0917,34.768,28.1,42.7,24.5,12.9,62.8,85.0,Moderate
2020-07-15,Kisumu,-0.0917,34.768,19.3,31.6,15.6,8.5,96.4,66.0,Moderate
2020-07-16,Kisumu,-0.0917,34.768,10.9,38.9,18.0,9.8,71.0,46.0,Good
2020-07-17,Kisumu,-0.0917,34.768,22.5,28.4,16.3,7.5,68.9,73.0,Moderate
2020-07-18,Kisumu,-0.0917,34.768,11.3,39.4,12.6,7.4,86.7,47.0,Good
2020-07-19,Kisumu,-0.0917,34.768,13.3,37.4,16.4,4.0,70.6,54.0,Moderate
2020-07-20,Kisumu,-0.0917,34.768,24.2,42.1,19.6,5.7,71.4,77.0,Moderate
2020-07-21,Kisumu,-0.0917,34.768,13.9,38.4,8.7,13.2,79.1,55.0,Moderate
2020-07-22,Kisumu,-0.0917,34.768,18.0,28.7,11.5,7.9,66.1,63.0,Moderate
2020-07-23,Kisumu,-0.0917,34.768,24.4,39.2,16.1,10.5,67.3,77.0,Moderate
2020-07-24,Kisumu,-0.0917,34.768,13.9,36.2,14.3,8.2,64.4,55.0,Moderate
2020-07-25,Kisumu,-0.0917,34.768,19.8,23.4,20.4,7.9,101.0,67.0,Moderate
2020-07-26,Kisumu,-0.0917,34.768,20.4,26.5,18.9,4.6,75.6,68.0,Moderate
2020-07-27,Kisumu,-0.0917,34.768,18.6,18.6,22.3,9.6,58.6,65.0,Moderate
2020-07-28,Kisumu,-0.0917,34.768,21.1,23.5,16.6,5.2,81.0,70.0,Moderate
2020-07-29,Kisumu,-0.0917,34.768,21.5,34.5,13.4,6.0,75.9,71.0,Moderate
2020-07-30,Kisumu,-0.0917,34.768,24.6,36.3,18.8,7.9,95.3,77.0,Moderate
2020-07-31,Kisumu,-0.0917,34.768,26.9,26.9,9.7,11.2,105.9,82.0,Moderate
2020-08-01,Kisumu,-0.0917,34.768,14.0,21.6,11.2,6.5,82.3,55.0,Moderate
2020-08-02,Kisumu,-0.0917,34.768,23.4,31.0,23.7,7.9,69.7,75.0,Moderate
2020-08-03,Kisumu,-0.0917,34.768,14.7,29.0,15.9,7.6,74.1,57.0,Moderate
2020-08-04,Kisumu,-0.0917,34.768,17.9,26.2,16.1,14.0,75.3,63.0,Moderate
2020-08-05,Kisumu,-0.0917,34.768,21.4,28.6,23.5,6.3,73.9,71.0,Moderate
2020-08-06,Kisumu,-0.0917,34.768,11.5,17.5,13.9,6.3,87.5,48.0,Good
2020-08-07,Kisumu,-0.0917,34.768,22.1,34.1,17.4,9.9,86.2,72.0,Moderate
2020-08-08,Kisumu,-0.0917,34.768,16.6,26.0,13.7,6.8,82.7,61.0,Moderate
2020-08-09,Kisumu,-0.0917,34.768,24.5,29.9,15.9,13.9,84.9,77.0,Moderate
2020-08-10,Kisumu,-0.0917,34.768,22.0,45.8,14.0,9.9,67.2,72.0,Moderate
2020-08-11,Kisumu,-0.0917,34.768,17.7,29.7,17.4,14.2,68.2,63.0,Moderate
2020-08-12,Kisumu,-0.0917,34.768,25.1,39.3,16.2,8.8,90.8,78.0,Moderate
2020-08-13,Kisumu,-0.0917,34.768,19.6,29.1,20.6,7.6,82.0,67.0,Moderate
2020-08-14,Kisumu,-0.0917,34.768,14.5,32.0,7.9,8.4,58.6,56.0,Moderate
2020-08-15,Kisumu,-0.0917,34.768,10.8,20.9,17.3,5.1,78.1,45.0,Good
2020-08-16,Kisumu,-0.0917,34.768,16.3,35.9,6.2,7.8,73.8,60.0,Moderate
2020-08-17,Kisumu,-0.0917,34.768,23.2,37.4,5.0,11.5,95.5,74.0,Moderate
2020-08-18,Kisumu,-0.0917,34.768,21.8,21.8,17.6,10.1,75.2,71.0,Moderate
2020-08-19,Kisumu,-0.0917,34.768,24.2,46.0,13.0,5.3,76.9,76.0,Moderate
2020-08-20,Kisumu,-0.0917,34.768,22.1,32.4,10.2,11.5,77.4,72.0,Moderate
2020-08-21,Kisumu,-0.0917,34.768,22.5,37.7,14.1,9.9,106.0,73.0,Moderate
2020-08-22,Kisumu,-0.0917,34.768,24.1,24.1,14.1,5.9,98.1,76.0,Moderate
2020-08-23,Kisumu,-0.0917,34.768,19.5,31.3,7.5,17.2,81.6,67.0,Moderate
2020-08-24,Kisumu,-0.0917,34.768,18.7,20.4,15.9,7.8,81.9,65.0,Moderate
2020-08-25,Kisumu,-0.0917,34.768,12.5,19.2,23.5,4.5,87.9,52.0,Moderate
2020-08-26,Kisumu,-0.0917,34.768,18.1,40.5,16.0,8.3,82.1,64.0,Moderate
2020-08-27,Kisumu,-0.0917,34.768,15.6,23.2,13.8,3.4,48.2,58.0,Moderate
2020-08-28,Kisumu,-0.0917,34.768,20.2,30.3,19.9,10.5,87.7,68.0,Moderate
2020-08-29,Kisumu,-0.0917,34.768,22.0,26.2,17.4,6.2,88.7,72.0,Moderate
2020-08-30,Kisumu,-0.0917,34.768,33.3,33.3,18.7,8.2,70.7,96.0,Moderate
2020-08-31,Kisumu,-0.0917,34.768,23.2,23.2,25.3,11.2,71.7,74.0,Moderate
2020-09-01,Kisumu,-0.0917,34.768,5.0,15.0,22.2,13.8,76.4,21.0,Good
2020-09-02,Kisumu,-0.0917,34.768,15.6,16.7,13.6,5.4,101.0,58.0,Moderate
2020-09-03,Kisumu,-0.0917,34.768,8.5,23.2,15.9,15.9,80.5,35.0,Good
2020-09-04,Kisumu,-0.0917,34.768,9.5,14.2,19.6,14.1,107.1,39.0,Good
2020-09-05,Kisumu,-0.0917,34.768,9.5,26.5,9.8,7.9,59.4,40.0,Good
2020-09-06,Kisumu,-0.0917,34.768,12.2,12.2,14.7,12.0,67.3,51.0,Moderate
2020-09-07,Kisumu,-0.0917,34.768,10.0,27.7,13.1,4.4,73.8,42.0,Good
2020-09-08,Kisumu,-0.0917,34.768,12.1,24.9,6.0,9.7,82.9,51.0,Moderate
2020-09-09,Kisumu,-0.0917,34.768,5.0,17.9,15.5,5.4,64.2,21.0,Good
2020-09-10,Kisumu,-0.0917,34.768,11.7,19.8,5.0,5.9,67.8,49.0,Good
2020-09-11,Kisumu,-0.0917,34.768,5.3,26.9,19.7,3.6,77.3,25.0,Good
2020-09-12,Kisumu,-0.0917,34.768,14.2,27.9,19.4,6.9,81.3,55.0,Moderate
2020-09-13,Kisumu,-0.0917,34.768,17.5,17.5,10.4,11.4,64.3,62.0,Moderate
2020-09-14,Kisumu,-0.0917,34.768,5.0,22.3,18.6,11.7,90.0,21.0,Good
2020-09-15,Kisumu,-0.0917,34.768,15.9,15.9,16.9,9.7,70.8,59.0,Moderate
2020-09-16,Kisumu,-0.0917,34.768,12.0,29.3,19.4,11.6,72.2,500.0,Hazardous
2020-09-17,Kisumu,-0.0917,34.768,19.6,19.6,7.7,7.6,78.5,67.0,Moderate
2020-09-18,Kisumu,-0.0917,34.768,7.7,23.1,27.2,9.5,92.9,32.0,Good
2020-09-19,Kisumu,-0.0917,34.768,15.7,15.7,9.8,7.6,80.2,59.0,Moderate
2020-09-20,Kisumu,-0.0917,34.768,18.5,18.5,15.2,8.0,75.7,64.0,Moderate
2020-09-21,Kisumu,-0.0917,34.768,14.7,21.9,21.9,8.5,51.0,57.0,Moderate
2020-09-22,Kisumu,-0.0917,34.768,6.9,15.8,5.0,4.8,94.7,29.0,Good
2020-09-23,Kisumu,-0.0917,34.768,5.0,24.0,8.5,7.9,79.9,22.0,Good
2020-09-24,Kisumu,-0.0917,34.768,13.3,13.3,20.0,6.6,66.3,53.0,Moderate
2020-09-25,Kisumu,-0.0917,34.768,14.3,19.8,11.4,6.8,37.2,56.0,Moderate
2020-09-26,Kisumu,-0.0917,34.768,11.0,16.6,12.7,5.7,89.2,46.0,Good
2020-09-27,Kisumu,-0.0917,34.768,14.1,22.3,9.8,6.0,37.9,55.0,Moderate
2020-09-28,Kisumu,-0.0917,34.768,14.1,30.6,5.0,11.0,97.5,55.0,Moderate
2020-09-29,Kisumu,-0.0917,34.768,7.5,41.0,10.3,6.6,76.3,38.0,Good
2020-09-30,Kisumu,-0.0917,34.768,14.6,14.6,12.6,4.0,81.7,56.0,Moderate
2020-10-01,Kisumu,-0.0917,34.768,18.7,18.7,18.4,6.9,102.6,65.0,Moderate
2020-10-02,Kisumu,-0.0917,34.768,12.4,12.4,15.5,7.4,76.4,52.0,Moderate
2020-10-03,Kisumu,-0.0917,34.768,14.0,14.0,14.1,11.2,99.6,55.0,Moderate
2020-10-04,Kisumu,-0.0917,34.768,8.4,8.4,22.5,5.3,73.6,35.0,Good
2020-10-05,Kisumu,-0.0917,34.768,7.9,19.4,12.0,10.5,90.5,33.0,Good
2020-10-06,Kisumu,-0.0917,34.768,5.5,7.8,9.3,6.0,88.7,23.0,Good
2020-10-07,Kisumu,-0.0917,34.768,13.6,32.6,11.7,4.7,79.5,54.0,Moderate
2020-10-08,Kisumu,-0.0917,34.768,5.0,20.7,12.1,13.9,76.8,21.0,Good
2020-10-09,Kisumu,-0.0917,34.768,22.1,23.4,18.7,9.3,56.9,72.0,Moderate
2020-10-10,Kisumu,-0.0917,34.768,18.8,26.3,15.4,3.8,54.6,65.0,Moderate
2020-10-11,Kisumu,-0.0917,34.768,10.7,27.1,15.4,9.0,102.7,44.0,Good
2020-10-12,Kisumu,-0.0917,34.768,16.3,25.5,18.5,9.3,89.0,60.0,Moderate
2020-10-13,Kisumu,-0.0917,34.768,14.5,24.5,32.8,7.7,46.4,56.0,Moderate
2020-10-14,Kisumu,-0.0917,34.768,6.6,29.0,17.0,7.1,86.3,28.0,Good
2020-10-15,Kisumu,-0.0917,34.768,16.7,24.4,22.1,13.7,93.9,61.0,Moderate
2020-10-16,Kisumu,-0.0917,34.768,11.7,30.8,11.3,4.5,62.4,49.0,Good
2020-10-17,Kisumu,-0.0917,34.768,10.7,11.4,16.7,9.9,107.6,45.0,Good
2020-10-18,Kisumu,-0.0917,34.768,10.3,29.1,16.3,10.1,108.0,43.0,Good
2020-10-19,Kisumu,-0.0917,34.768,16.1,16.1,9.4,3.6,53.6,59.0,Moderate
2020-10-20,Kisumu,-0.0917,34.768,9.8,21.7,15.1,6.2,52.0,41.0,Good
2020-10-21,Kisumu,-0.0917,34.768,18.5,18.5,17.6,4.9,55.7,64.0,Moderate
2020-10-22,Kisumu,-0.0917,34.768,9.7,24.5,6.5,7.1,78.2,40.0,Good
2020-10-23,Kisumu,-0.0917,34.768,9.9,10.0,14.3,5.9,58.2,41.0,Good
2020-10-24,Kisumu,-0.0917,34.768,17.9,27.8,11.8,6.2,78.5,63.0,Moderate
2020-10-25,Kisumu,-0.0917,34.768,16.3,30.5,7.7,10.9,81.8,60.0,Moderate
2020-10-26,Kisumu,-0.0917,34.768,11.1,11.1,14.2,7.6,74.8,46.0,Good
2020-10-27,Kisumu,-0.0917,34.768,11.1,28.6,16.6,10.9,58.6,46.0,Good
2020-10-28,Kisumu,-0.0917,34.768,10.2,16.0,17.8,8.7,91.5,43.0,Good
2020-10-29,Kisumu,-0.0917,34.768,20.0,21.8,14.8,7.2,53.8,68.0,Moderate
2020-10-30,Kisumu,-0.0917,34.768,5.7,7.0,12.3,6.8,105.9,24.0,Good
2020-10-31,Kisumu,-0.0917,34.768,12.5,21.2,11.2,7.6,46.9,52.0,Moderate
2020-11-01,Kisumu,-0.0917,34.768,15.2,16.7,8.9,7.5,90.0,58.0,Moderate
2020-11-02,Kisumu,-0.0917,34.768,15.9,34.4,14.4,4.6,85.2,59.0,Moderate
2020-11-03,Kisumu,-0.0917,34.768,16.9,23.9,15.7,10.2,74.8,61.0,Moderate
2020-11-04,Kisumu,-0.0917,34.768,12.3,22.2,5.0,6.0,61.1,51.0,Moderate
2020-11-05,Kisumu,-0.0917,34.768,5.0,8.7,15.5,9.6,62.9,21.0,Good
2020-11-06,Kisumu,-0.0917,34.768,6.6,23.3,20.0,9.2,94.6,27.0,Good
2020-11-07,Kisumu,-0.0917,34.768,11.1,26.2,13.3,9.1,62.8,46.0,Good
2020-11-08,Kisumu,-0.0917,34.768,19.1,33.7,15.9,13.0,87.0,66.0,Moderate
2020-11-09,Kisumu,-0.0917,34.768,11.5,16.4,24.3,7.5,79.9,48.0,Good
