date,region,latitude,longitude,elevation,temperature_c,rainfall_mm,humidity_percent,wind_speed_kmh,pressure_hpa
2024-07-14,Nairobi,-1.2921,36.8219,1795,22.8,0.42,49.4,5.3,1024.5
2024-07-15,Nairobi,-1.2921,36.8219,1795,18.8,0.35,41.8,7.0,1034.0
2024-07-16,Nairobi,-1.2921,36.8219,1795,20.4,0.02,55.5,7.2,1020.8
2024-07-17,Nairobi,-1.2921,36.8219,1795,23.4,0.15,42.0,3.0,1008.4
2024-07-18,Nairobi,-1.2921,36.8219,1795,22.5,1.06,42.2,6.8,995.4
2024-07-19,Nairobi,-1.2921,36.8219,1795,18.5,0.11,47.8,4.2,1016.2
2024-07-20,Nairobi,-1.2921,36.8219,1795,18.3,0.18,47.0,0.0,1014.3
2024-07-21,Nairobi,-1.2921,36.8219,1795,19.2,0.02,39.4,3.8,1031.9
2024-07-22,Nairobi,-1.2921,36.8219,1795,20.7,0.06,38.6,4.8,1010.1
2024-07-23,Nairobi,-1.2921,36.8219,1795,19.5,1.03,43.4,6.3,1012.8
2024-07-24,Nairobi,-1.2921,36.8219,1795,23.4,3.02,46.7,5.0,999.8
2024-07-25,Nairobi,-1.2921,36.8219,1795,19.0,0.01,41.6,4.4,1004.6
2024-07-26,Nairobi,-1.2921,36.8219,1795,23.3,0.02,51.9,5.3,1012.4
2024-07-27,Nairobi,-1.2921,36.8219,1795,23.3,0.91,34.5,3.9,1028.0
2024-07-28,Nairobi,-1.2921,36.8219,1795,19.3,1.32,46.0,2.0,1003.5
2024-07-29,Nairobi,-1.2921,36.8219,1795,17.0,0.16,38.4,7.8,1022.8
2024-07-30,Nairobi,-1.2921,36.8219,1795,15.1,1.48,37.4,3.1,1002.9
2024-07-31,Nairobi,-1.2921,36.8219,1795,19.7,0.37,29.2,1.2,1013.6
2024-08-01,Nairobi,-1.2921,36.8219,1795,16.5,0.12,40.1,7.3,1002.0
2024-08-02,Nairobi,-1.2921,36.8219,1795,21.5,0.38,45.2,0.3,999.0
2024-08-03,Nairobi,-1.2921,36.8219,1795,19.5,1.13,50.4,3.2,1013.7
2024-08-04,Nairobi,-1.2921,36.8219,1795,20.3,0.22,34.0,5.2,1020.9
2024-08-05,Nairobi,-1.2921,36.8219,1795,18.3,0.44,35.0,2.2,1004.0
2024-08-06,Nairobi,-1.2921,36.8219,1795,17.7,0.14,35.9,2.2,1017.7
2024-08-07,Nairobi,-1.2921,36.8219,1795,19.6,2.24,36.5,1.6,1009.6
2024-08-08,Nairobi,-1.2921,36.8219,1795,21.1,0.92,38.4,0.1,1023.0
2024-08-09,Nairobi,-1.2921,36.8219,1795,17.6,0.68,37.9,6.7,1017.0
2024-08-10,Nairobi,-1.2921,36.8219,1795,18.1,0.18,40.0,0.0,1014.5
2024-08-11,Nairobi,-1.2921,36.8219,1795,19.1,0.96,42.6,5.9,1017.2
2024-08-12,Nairobi,-1.2921,36.8219,1795,21.1,0.19,34.2,0.1,1015.4
2024-08-13,Nairobi,-1.2921,36.8219,1795,15.2,0.19,35.0,4.3,1011.5
2024-08-14,Nairobi,-1.2921,36.8219,1795,19.1,0.42,35.3,5.2,1024.6
2024-08-15,Nairobi,-1.2921,36.8219,1795,19.9,1.04,36.7,2.8,1007.2
2024-08-16,Nairobi,-1.2921,36.8219,1795,15.7,0.36,31.3,0.5,993.2
2024-08-17,Nairobi,-1.2921,36.8219,1795,18.8,0.59,39.5,1.9,1023.6
2024-08-18,Nairobi,-1.2921,36.8219,1795,15.0,0.28,27.8,1.0,1011.4
2024-08-19,Nairobi,-1.2921,36.8219,1795,16.8,0.44,36.6,2.4,1033.2
2024-08-20,Nairobi,-1.2921,36.8219,1795,17.9,1.12,34.1,4.5,1003.5
2024-08-21,Nairobi,-1.2921,36.8219,1795,18.3,1.43,35.9,2.9,1010.9
2024-08-22,Nairobi,-1.2921,36.8219,1795,15.0,0.15,47.4,0.8,1019.0
2024-08-23,Nairobi,-1.2921,36.8219,1795,15.4,1.87,35.8,1.6,998.2
2024-08-24,Nairobi,-1.2921,36.8219,1795,18.5,1.24,26.0,3.8,1029.6
2024-08-25,Nairobi,-1.2921,36.8219,1795,19.0,0.11,30.9,1.2,1020.9
2024-08-26,Nairobi,-1.2921,36.8219,1795,14.8,1.17,28.4,2.9,1002.6
2024-08-27,Nairobi,-1.2921,36.8219,1795,19.3,1.41,29.5,1.5,985.0
2024-08-28,Nairobi,-1.2921,36.8219,1795,18.4,0.4,37.0,6.0,1020.2
2024-08-29,Nairobi,-1.2921,36.8219,1795,16.8,0.93,32.3,0.8,1010.5
2024-08-30,Nairobi,-1.2921,36.8219,1795,20.0,1.31,34.3,1.5,1024.2
2024-08-31,Nairobi,-1.2921,36.8219,1795,21.4,0.27,40.2,2.4,1022.2
2024-09-01,Nairobi,-1.2921,36.8219,1795,18.4,0.41,32.4,2.5,999.7
2024-09-02,Nairobi,-1.2921,36.8219,1795,19.2,0.93,35.4,0.3,1021.6
2024-09-03,Nairobi,-1.2921,36.8219,1795,17.4,2.23,30.8,2.5,1023.0
2024-09-04,Nairobi,-1.2921,36.8219,1795,19.3,0.03,42.3,2.4,1029.9
2024-09-05,Nairobi,-1.2921,36.8219,1795,18.0,0.41,42.8,1.2,1005.0
2024-09-06,Nairobi,-1.2921,36.8219,1795,17.1,2.17,29.4,1.3,1005.9
2024-09-07,Nairobi,-1.2921,36.8219,1795,21.3,0.1,38.6,3.5,1019.4
2024-09-08,Nairobi,-1.2921,36.8219,1795,16.2,1.67,26.5,3.3,1021.9
2024-09-09,Nairobi,-1.2921,36.8219,1795,17.5,0.49,27.3,1.7,999.7
2024-09-10,Nairobi,-1.2921,36.8219,1795,14.4,0.91,36.0,1.2,1022.1
2024-09-11,Nairobi,-1.2921,36.8219,1795,17.2,0.05,32.3,1.3,1034.9
2024-09-12,Nairobi,-1.2921,36.8219,1795,17.1,0.2,34.6,0.0,1013.5
2024-09-13,Nairobi,-1.2921,36.8219,1795,20.2,0.86,25.6,4.0,1003.1
2024-09-14,Nairobi,-1.2921,36.8219,1795,20.8,0.39,25.9,0.0,1010.3
2024-09-15,Nairobi,-1.2921,36.8219,1795,17.2,0.45,30.4,8.9,1019.8
2024-09-16,Nairobi,-1.2921,36.8219,1795,16.6,0.33,25.3,4.4,1007.5
2024-09-17,Nairobi,-1.2921,36.8219,1795,22.6,1.15,34.8,1.4,1015.7
2024-09-18,Nairobi,-1.2921,36.8219,1795,16.3,0.21,39.0,2.0,1006.5
2024-09-19,Nairobi,-1.2921,36.8219,1795,14.7,0.71,26.6,0.5,1020.9
2024-09-20,Nairobi,-1.2921,36.8219,1795,14.3,0.17,35.6,2.7,1003.0
2024-09-21,Nairobi,-1.2921,36.8219,1795,17.5,0.54,23.9,0.3,1024.4
2024-09-22,Nairobi,-1.2921,36.8219,1795,16.6,0.36,37.1,5.7,1014.1
2024-09-23,Nairobi,-1.2921,36.8219,1795,15.9,0.49,28.3,0.8,993.9
2024-09-24,Nairobi,-1.2921,36.8219,1795,16.9,0.58,41.2,5.3,1016.1
2024-09-25,Nairobi,-1.2921,36.8219,1795,17.7,0.68,39.3,1.6,1023.3
2024-09-26,Nairobi,-1.2921,36.8219,1795,19.9,0.52,27.6,2.3,1007.1
2024-09-27,Nairobi,-1.2921,36.8219,1795,13.3,0.06,26.1,0.2,1040.0
2024-09-28,Nairobi,-1.2921,36.8219,1795,17.4,0.8,25.8,2.6,1014.9
2024-09-29,Nairobi,-1.2921,36.8219,1795,18.0,1.2,29.5,0.3,1008.1
2024-09-30,Nairobi,-1.2921,36.8219,1795,12.9,0.51,23.4,5.0,1018.1
2024-10-01,Nairobi,-1.2921,36.8219,1795,14.9,7.91,30.1,1.7,1010.6
2024-10-02,Nairobi,-1.2921,36.8219,1795,16.9,7.8,29.4,3.5,1011.9
2024-10-03,Nairobi,-1.2921,36.8219,1795,20.3,7.73,36.1,0.1,999.5
2024-10-04,Nairobi,-1.2921,36.8219,1795,17.0,5.05,29.2,2.0,1015.6
2024-10-05,Nairobi,-1.2921,36.8219,1795,19.5,4.78,42.7,1.3,1016.2
2024-10-06,Nairobi,-1.2921,36.8219,1795,17.8,5.05,36.5,3.2,1008.8
2024-10-07,Nairobi,-1.2921,36.8219,1795,17.5,5.88,39.3,1.9,1004.1
2024-10-08,Nairobi,-1.2921,36.8219,1795,15.5,6.17,27.2,1.7,1021.0
2024-10-09,Nairobi,-1.2921,36.8219,1795,17.8,8.1,24.5,3.2,1016.8
2024-10-10,Nairobi,-1.2921,36.8219,1795,19.8,4.3,31.5,0.0,997.0
2024-10-11,Nairobi,-1.2921,36.8219,1795,18.1,8.15,30.5,1.7,1010.9
2024-10-12,Nairobi,-1.2921,36.8219,1795,13.8,5.91,25.8,4.1,1017.5
2024-10-13,Nairobi,-1.2921,36.8219,1795,13.6,5.49,31.1,5.3,1016.7
2024-10-14,Nairobi,-1.2921,36.8219,1795,15.3,4.91,24.3,2.0,1018.5
2024-10-15,Nairobi,-1.2921,36.8219,1795,18.0,4.62,34.8,4.0,1014.7
2024-10-16,Nairobi,-1.2921,36.8219,1795,17.7,4.48,30.6,3.0,1014.8
2024-10-17,Nairobi,-1.2921,36.8219,1795,17.0,5.68,32.4,3.4,1011.3
2024-10-18,Nairobi,-1.2921,36.8219,1795,19.0,5.18,19.2,0.0,1038.4
2024-10-19,Nairobi,-1.2921,36.8219,1795,20.6,4.3,24.5,1.0,1016.0
2024-10-20,Nairobi,-1.2921,36.8219,1795,16.2,4.46,31.7,3.1,1016.2
2024-10-21,Nairobi,-1.2921,36.8219,1795,13.9,4.67,33.5,3.4,1012.7
2024-10-22,Nairobi,-1.2921,36.8219,1795,17.9,5.16,26.9,1.4,994.6
2024-10-23,Nairobi,-1.2921,36.8219,1795,17.9,4.14,26.9,2.6,1014.9
2024-10-24,Nairobi,-1.2921,36.8219,1795,16.2,6.6,34.3,0.0,1008.3
2024-10-25,Nairobi,-1.2921,36.8219,1795,13.7,12.04,30.8,2.7,1004.5
2024-10-26,Nairobi,-1.2921,36.8219,1795,17.5,6.17,43.1,2.6,1003.0
2024-10-27,Nairobi,-1.2921,36.8219,1795,16.7,6.87,31.5,0.6,1006.8
2024-10-28,Nairobi,-1.2921,36.8219,1795,13.9,5.42,36.0,3.0,1019.8
2024-10-29,Nairobi,-1.2921,36.8219,1795,12.9,5.22,25.8,3.3,1002.0
2024-10-30,Nairobi,-1.2921,36.8219,1795,18.1,6.83,30.7,0.0,1025.9
2024-10-31,Nairobi,-1.2921,36.8219,1795,17.4,5.33,29.4,1.1,1007.1
2024-11-01,Nairobi,-1.2921,36.8219,1795,17.1,4.52,30.1,0.0,1027.3
2024-11-02,Nairobi,-1.2921,36.8219,1795,18.1,8.05,34.2,1.8,1012.7
2024-11-03,Nairobi,-1.2921,36.8219,1795,19.9,5.63,26.8,0.6,1017.2
2024-11-04,Nairobi,-1.2921,36.8219,1795,13.9,6.78,36.1,5.1,1003.3
2024-11-05,Nairobi,-1.2921,36.8219,1795,15.8,6.44,31.0,3.9,1006.7
2024-11-06,Nairobi,-1.2921,36.8219,1795,18.4,4.87,42.9,7.6,1008.5
2024-11-07,Nairobi,-1.2921,36.8219,1795,19.8,5.14,32.9,1.4,1006.7
2024-11-08,Nairobi,-1.2921,36.8219,1795,17.6,4.45,37.7,2.7,1018.8
2024-11-09,Nairobi,-1.2921,36.8219,1795,16.5,6.56,37.0,5.0,1006.8
2024-11-10,Nairobi,-1.2921,36.8219,1795,18.1,4.28,32.2,1.7,1002.8
2024-11-11,Nairobi,-1.2921,36.8219,1795,12.5,6.88,29.8,2.2,1005.7
2024-11-12,Nairobi,-1.2921,36.8219,1795,15.5,4.93,32.8,3.8,1026.8
2024-11-13,Nairobi,-1.2921,36.8219,1795,18.6,4.25,39.1,3.9,1021.4
2024-11-14,Nairobi,-1.2921,36.8219,1795,17.9,6.41,36.7,2.2,999.4
2024-11-15,Nairobi,-1.2921,36.8219,1795,14.6,10.19,36.0,3.7,1005.7
2024-11-16,Nairobi,-1.2921,36.8219,1795,15.1,9.17,36.3,3.1,1024.8
2024-11-17,Nairobi,-1.2921,36.8219,1795,15.1,4.9,35.0,3.1,996.1
2024-11-18,Nairobi,-1.2921,36.8219,1795,16.2,8.41,39.1,2.3,1034.5
2024-11-19,Nairobi,-1.2921,36.8219,1795,15.8,8.06,42.8,1.7,1009.1
2024-11-20,Nairobi,-1.2921,36.8219,1795,16.6,8.4,42.7,0.0,1013.2
2024-11-21,Nairobi,-1.2921,36.8219,1795,18.5,4.66,40.2,6.7,1017.8
2024-11-22,Nairobi,-1.2921,36.8219,1795,16.5,5.86,36.4,2.9,1017.1
2024-11-23,Nairobi,-1.2921,36.8219,1795,16.1,4.18,33.2,3.5,1029.3
2024-11-24,Nairobi,-1.2921,36.8219,1795,14.9,5.95,37.5,0.0,1019.3
2024-11-25,Nairobi,-1.2921,36.8219,1795,15.5,5.19,41.5,1.4,1014.0
2024-11-26,Nairobi,-1.2921,36.8219,1795,15.7,4.17,42.1,6.3,996.6
2024-11-27,Nairobi,-1.2921,36.8219,1795,20.0,4.11,39.9,5.1,1007.3
2024-11-28,Nairobi,-1.2921,36.8219,1795,18.6,4.33,31.6,2.7,1005.4
2024-11-29,Nairobi,-1.2921,36.8219,1795,21.3,7.12,41.9,5.7,1029.1
2024-11-30,Nairobi,-1.2921,36.8219,1795,14.6,5.07,27.7,2.6,1018.8
2024-12-01,Nairobi,-1.2921,36.8219,1795,16.6,7.92,39.6,8.5,1011.9
2024-12-02,Nairobi,-1.2921,36.8219,1795,18.1,5.81,35.8,2.0,1019.9
2024-12-03,Nairobi,-1.2921,36.8219,1795,15.6,5.72,47.0,1.2,1007.6
2024-12-04,Nairobi,-1.2921,36.8219,1795,15.5,4.43,48.7,6.7,1024.5
2024-12-05,Nairobi,-1.2921,36.8219,1795,14.0,4.83,35.8,2.9,1014.6
2024-12-06,Nairobi,-1.2921,36.8219,1795,14.8,4.17,45.5,7.0,1005.3
2024-12-07,Nairobi,-1.2921,36.8219,1795,18.5,4.76,43.2,0.3,1041.9
2024-12-08,Nairobi,-1.2921,36.8219,1795,17.8,4.36,41.1,4.4,1001.7
2024-12-09,Nairobi,-1.2921,36.8219,1795,14.1,4.99,45.7,6.3,1021.4
2024-12-10,Nairobi,-1.2921,36.8219,1795,17.7,6.67,42.8,8.6,999.0
2024-12-11,Nairobi,-1.2921,36.8219,1795,17.9,8.22,51.9,1.3,1003.2
2024-12-12,Nairobi,-1.2921,36.8219,1795,18.6,5.91,50.3,4.0,1024.9
2024-12-13,Nairobi,-1.2921,36.8219,1795,15.7,9.23,48.7,2.0,1021.6
2024-12-14,Nairobi,-1.2921,36.8219,1795,18.9,4.3,56.9,0.8,1021.3
2024-12-15,Nairobi,-1.2921,36.8219,1795,18.2,6.25,46.5,4.6,990.7
2024-12-16,Nairobi,-1.2921,36.8219,1795,16.9,4.59,45.7,5.3,1015.0
2024-12-17,Nairobi,-1.2921,36.8219,1795,17.5,6.43,45.0,0.0,1001.6
2024-12-18,Nairobi,-1.2921,36.8219,1795,14.2,5.27,47.0,7.6,1007.1
2024-12-19,Nairobi,-1.2921,36.8219,1795,13.6,9.16,49.4,5.2,1027.5
2024-12-20,Nairobi,-1.2921,36.8219,1795,17.5,6.49,47.7,7.3,1004.3
2024-12-21,Nairobi,-1.2921,36.8219,1795,16.4,5.04,44.7,5.3,1004.2
2024-12-22,Nairobi,-1.2921,36.8219,1795,18.8,9.53,38.8,5.6,1005.0
2024-12-23,Nairobi,-1.2921,36.8219,1795,16.0,7.95,48.6,4.9,992.0
2024-12-24,Nairobi,-1.2921,36.8219,1795,13.2,8.85,49.1,3.8,1011.7
2024-12-25,Nairobi,-1.2921,36.8219,1795,17.3,5.05,38.9,3.4,1009.0
2024-12-26,Nairobi,-1.2921,36.8219,1795,14.6,5.92,40.9,3.3,1028.2
2024-12-27,Nairobi,-1.2921,36.8219,1795,17.1,5.2,53.4,5.7,1014.4
2024-12-28,Nairobi,-1.2921,36.8219,1795,16.1,4.76,39.1,6.7,1018.4
2024-12-29,Nairobi,-1.2921,36.8219,1795,18.1,6.91,47.8,7.6,1005.1
2024-12-30,Nairobi,-1.2921,36.8219,1795,17.2,5.52,48.9,6.9,1000.0
2024-12-31,Nairobi,-1.2921,36.8219,1795,14.6,4.06,53.2,8.8,995.3
2020-01-01,Kisumu,-0.0917,34.768,1131,22.4,0.35,51.3,3.5,1019.6
2020-01-02,Kisumu,-0.0917,34.768,1131,22.1,0.01,43.8,6.7,1018.1
2020-01-03,Kisumu,-0.0917,34.768,1131,17.0,1.14,40.2,3.7,1022.6
2020-01-04,Kisumu,-0.0917,34.768,1131,21.6,0.5,45.6,4.2,1004.2
2020-01-05,Kisumu,-0.0917,34.768,1131,19.9,2.56,54.9,6.6,1005.9
2020-01-06,Kisumu,-0.0917,34.768,1131,15.1,1.19,49.9,2.1,1026.2
2020-01-07,Kisumu,-0.0917,34.768,1131,21.8,0.22,50.9,7.9,1024.9
2020-01-08,Kisumu,-0.0917,34.768,1131,17.8,1.08,47.0,3.9,1024.5
2020-01-09,Kisumu,-0.0917,34.768,1131,18.0,0.14,53.4,3.7,1012.7
2020-01-10,Kisumu,-0.0917,34.768,1131,20.5,1.73,57.3,6.2,1014.6
2020-01-11,Kisumu,-0.0917,34.768,1131,23.8,2.26,59.6,5.0,1013.8
2020-01-12,Kisumu,-0.0917,34.768,1131,20.6,0.95,55.4,9.1,1021.6
2020-01-13,Kisumu,-0.0917,34.768,1131,17.2,0.61,59.2,3.5,1016.4
2020-01-14,Kisumu,-0.0917,34.768,1131,20.7,0.08,48.5,7.2,1007.9
2020-01-15,Kisumu,-0.0917,34.768,1131,19.4,1.7,44.8,4.7,999.5
2020-01-16,Kisumu,-0.0917,34.768,1131,22.6,1.39,58.4,5.9,1013.7
2020-01-17,Kisumu,-0.0917,34.768,1131,17.8,0.74,54.1,5.2,1014.2
2020-01-18,Kisumu,-0.0917,34.768,1131,18.9,0.34,59.4,4.4,1031.5
2020-01-19,Kisumu,-0.0917,34.768,1131,18.5,0.31,55.9,6.4,1014.3
2020-01-20,Kisumu,-0.0917,34.768,1131,16.7,0.73,47.7,8.8,1010.2
2020-01-21,Kisumu,-0.0917,34.768,1131,18.2,0.59,58.3,6.2,999.3
2020-01-22,Kisumu,-0.0917,34.768,1131,22.2,0.37,57.8,4.2,1005.4
2020-01-23,Kisumu,-0.0917,34.768,1131,19.9,0.33,58.2,7.3,1006.5
2020-01-24,Kisumu,-0.0917,34.768,1131,15.8,0.27,56.2,6.6,1024.5
2020-01-25,Kisumu,-0.0917,34.768,1131,21.3,1.39,59.9,6.9,1011.7
2020-01-26,Kisumu,-0.0917,34.768,1131,20.1,1.36,57.3,4.4,1003.6
2020-01-27,Kisumu,-0.0917,34.768,1131,22.0,0.35,51.2,7.4,1016.0
2020-01-28,Kisumu,-0.0917,34.768,1131,18.2,1.62,62.4,5.0,1008.4
2020-01-29,Kisumu,-0.0917,34.768,1131,20.6,0.07,55.3,5.6,1005.3
2020-01-30,Kisumu,-0.0917,34.768,1131,21.9,1.02,52.2,4.9,1021.7
2020-01-31,Kisumu,-0.0917,34.768,1131,19.0,0.74,50.4,3.1,1021.3
2020-02-01,Kisumu,-0.0917,34.768,1131,23.9,0.03,62.4,6.5,1010.3
2020-02-02,Kisumu,-0.0917,34.768,1131,21.3,0.14,56.5,3.9,1010.0
2020-02-03,Kisumu,-0.0917,34.768,1131,18.6,0.01,61.7,7.5,1005.5
2020-02-04,Kisumu,-0.0917,34.768,1131,14.4,1.82,65.3,4.7,1035.4
2020-02-05,Kisumu,-0.0917,34.768,1131,21.7,0.55,60.8,3.8,1017.3
2020-02-06,Kisumu,-0.0917,34.768,1131,19.6,0.07,52.6,6.4,1014.8
2020-02-07,Kisumu,-0.0917,34.768,1131,21.5,0.11,65.0,3.2,1019.4
2020-02-08,Kisumu,-0.0917,34.768,1131,21.5,0.31,61.2,4.5,1009.4
2020-02-09,Kisumu,-0.0917,34.768,1131,22.8,0.27,61.2,6.4,1010.0
2020-02-10,Kisumu,-0.0917,34.768,1131,20.4,0.0,68.0,8.3,997.5
2020-02-11,Kisumu,-0.0917,34.768,1131,20.3,0.07,64.7,7.3,1015.3
2020-02-12,Kisumu,-0.0917,34.768,1131,24.0,0.34,65.9,5.7,1026.3
2020-02-13,Kisumu,-0.0917,34.768,1131,22.8,0.33,59.2,8.5,1006.6
2020-02-14,Kisumu,-0.0917,34.768,1131,22.8,0.36,63.3,6.6,1029.7
2020-02-15,Kisumu,-0.0917,34.768,1131,19.9,0.33,61.2,8.3,1027.2
2020-02-16,Kisumu,-0.0917,34.768,1131,19.1,0.39,69.3,7.1,1014.0
2020-02-17,Kisumu,-0.0917,34.768,1131,23.7,0.93,72.7,8.9,1005.2
2020-02-18,Kisumu,-0.0917,34.768,1131,19.2,0.47,70.9,6.9,1001.4
2020-02-19,Kisumu,-0.0917,34.768,1131,21.1,1.1,70.1,4.7,1016.7
2020-02-20,Kisumu,-0.0917,34.768,1131,21.9,0.31,78.8,6.9,1003.2
2020-02-21,Kisumu,-0.0917,34.768,1131,18.2,1.56,61.9,10.0,1006.5
2020-02-22,Kisumu,-0.0917,34.768,1131,25.3,0.18,67.2,7.5,1019.9
2020-02-23,Kisumu,-0.0917,34.768,1131,20.8,0.06,71.4,4.6,1011.9
2020-02-24,Kisumu,-0.0917,34.768,1131,22.1,0.37,66.5,7.5,1026.5
2020-02-25,Kisumu,-0.0917,34.768,1131,23.3,1.32,66.4,6.1,1022.7
2020-02-26,Kisumu,-0.0917,34.768,1131,18.8,0.35,67.8,10.1,1012.4
2020-02-27,Kisumu,-0.0917,34.768,1131,21.5,0.01,71.3,7.1,1015.4
2020-02-28,Kisumu,-0.0917,34.768,1131,21.4,0.31,67.3,4.1,1006.1
2020-02-29,Kisumu,-0.0917,34.768,1131,21.6,0.59,66.6,10.1,1001.1
2020-03-01,Kisumu,-0.0917,34.768,1131,20.0,7.9,70.7,5.8,1018.7
2020-03-02,Kisumu,-0.0917,34.768,1131,25.0,4.76,71.1,8.4,1024.6
2020-03-03,Kisumu,-0.0917,34.768,1131,24.3,5.72,57.2,7.0,1001.5
2020-03-04,Kisumu,-0.0917,34.768,1131,20.0,6.86,59.4,9.1,1012.7
2020-03-05,Kisumu,-0.0917,34.768,1131,20.9,7.09,59.7,11.8,1032.9
2020-03-06,Kisumu,-0.0917,34.768,1131,22.0,4.63,65.3,8.4,1020.4
2020-03-07,Kisumu,-0.0917,34.768,1131,23.4,7.67,58.1,5.2,1000.7
2020-03-08,Kisumu,-0.0917,34.768,1131,22.6,7.86,65.9,10.6,1006.0
2020-03-09,Kisumu,-0.0917,34.768,1131,19.6,4.3,75.8,9.3,1017.5
2020-03-10,Kisumu,-0.0917,34.768,1131,25.5,4.23,70.8,8.2,1025.1
2020-03-11,Kisumu,-0.0917,34.768,1131,21.9,7.81,64.0,7.8,1022.1
2020-03-12,Kisumu,-0.0917,34.768,1131,25.8,7.58,72.6,8.2,1010.7
2020-03-13,Kisumu,-0.0917,34.768,1131,17.0,5.1,63.7,9.2,1013.1
2020-03-14,Kisumu,-0.0917,34.768,1131,23.8,4.4,69.4,9.5,1019.0
2020-03-15,Kisumu,-0.0917,34.768,1131,24.6,5.66,77.3,8.4,1015.7
2020-03-16,Kisumu,-0.0917,34.768,1131,19.7,8.08,66.7,10.5,1010.1
2020-03-17,Kisumu,-0.0917,34.768,1131,20.9,6.81,69.3,7.1,996.0
2020-03-18,Kisumu,-0.0917,34.768,1131,22.3,7.04,67.1,8.7,1003.3
2020-03-19,Kisumu,-0.0917,34.768,1131,23.3,7.33,72.4,7.3,1008.4
2020-03-20,Kisumu,-0.0917,34.768,1131,23.5,6.04,72.5,6.1,1030.7
2020-03-21,Kisumu,-0.0917,34.768,1131,22.3,8.6,79.7,5.4,1003.0
2020-03-22,Kisumu,-0.0917,34.768,1131,23.5,5.45,71.5,7.3,1008.8
2020-03-23,Kisumu,-0.0917,34.768,1131,20.7,7.62,77.6,10.5,1007.7
2020-03-24,Kisumu,-0.0917,34.768,1131,21.0,4.07,67.6,9.6,1010.7
2020-03-25,Kisumu,-0.0917,34.768,1131,21.6,11.0,66.6,7.6,1012.3
2020-03-26,Kisumu,-0.0917,34.768,1131,19.7,4.13,71.9,3.7,1011.0
2020-03-27,Kisumu,-0.0917,34.768,1131,24.6,8.83,69.3,9.2,1016.5
2020-03-28,Kisumu,-0.0917,34.768,1131,21.2,5.9,62.3,7.3,1036.3
2020-03-29,Kisumu,-0.0917,34.768,1131,23.6,7.44,69.8,11.3,1008.2
2020-03-30,Kisumu,-0.0917,34.768,1131,22.3,4.87,68.6,7.5,1012.5
2020-03-31,Kisumu,-0.0917,34.768,1131,22.3,5.74,75.6,8.5,1021.9
2020-04-01,Kisumu,-0.0917,34.768,1131,20.5,7.91,65.4,9.2,1019.5
2020-04-02,Kisumu,-0.0917,34.768,1131,25.4,7.58,60.6,6.2,1008.9
2020-04-03,Kisumu,-0.0917,34.768,1131,24.0,4.08,69.0,6.6,1002.7
2020-04-04,Kisumu,-0.0917,34.768,1131,24.8,4.49,81.4,7.0,1006.7
2020-04-05,Kisumu,-0.0917,34.768,1131,20.0,9.9,70.0,6.6,1012.4
2020-04-06,Kisumu,-0.0917,34.768,1131,21.8,6.12,75.9,9.1,996.3
2020-04-07,Kisumu,-0.0917,34.768,1131,21.9,5.25,63.8,6.0,1012.9
2020-04-08,Kisumu,-0.0917,34.768,1131,21.7,6.02,67.8,10.6,996.2
2020-04-09,Kisumu,-0.0917,34.768,1131,22.0,4.46,78.2,6.5,1011.3
2020-04-10,Kisumu,-0.0917,34.768,1131,21.5,4.75,73.9,13.5,1010.5
2020-04-11,Kisumu,-0.0917,34.768,1131,19.9,4.43,77.1,6.8,1016.7
2020-04-12,Kisumu,-0.0917,34.768,1131,24.4,4.47,66.7,7.4,993.7
2020-04-13,Kisumu,-0.0917,34.768,1131,27.3,5.95,67.4,10.6,1022.1
2020-04-14,Kisumu,-0.0917,34.768,1131,21.8,5.15,63.5,7.1,1017.0
2020-04-15,Kisumu,-0.0917,34.768,1131,22.9,5.52,67.8,8.8,1019.5
2020-04-16,Kisumu,-0.0917,34.768,1131,22.9,5.42,62.6,8.7,1016.9
2020-04-17,Kisumu,-0.0917,34.768,1131,23.9,6.37,73.6,8.2,1003.4
2020-04-18,Kisumu,-0.0917,34.768,1131,23.0,6.01,61.3,6.3,1005.9
2020-04-19,Kisumu,-0.0917,34.768,1131,24.2,7.9,63.7,5.5,1023.3
2020-04-20,Kisumu,-0.0917,34.768,1131,27.4,6.6,71.3,9.5,1016.7
2020-04-21,Kisumu,-0.0917,34.768,1131,24.4,5.12,73.9,10.0,1017.9
2020-04-22,Kisumu,-0.0917,34.768,1131,23.7,8.11,61.9,7.5,997.6
2020-04-23,Kisumu,-0.0917,34.768,1131,23.4,4.39,63.5,5.1,998.4
2020-04-24,Kisumu,-0.0917,34.768,1131,24.7,4.11,65.5,6.9,1008.9
2020-04-25,Kisumu,-0.0917,34.768,1131,24.2,5.69,60.1,9.2,1005.2
2020-04-26,Kisumu,-0.0917,34.768,1131,25.1,6.14,66.9,10.5,1009.9
2020-04-27,Kisumu,-0.0917,34.768,1131,22.9,4.83,72.3,7.6,1007.3
2020-04-28,Kisumu,-0.0917,34.768,1131,25.3,9.04,71.2,5.8,1013.8
2020-04-29,Kisumu,-0.0917,34.768,1131,26.9,4.2,69.8,9.5,1015.2
2020-04-30,Kisumu,-0.0917,34.768,1131,23.0,11.26,72.3,8.8,1009.7
2020-05-01,Kisumu,-0.0917,34.768,1131,24.8,5.66,69.7,7.8,1002.6
